YearStart,YearEnd,LocationAbbr,LocationDesc,Question,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2015,2019,NV,Nevada,"Invasive cancer (all sites combined) mortality among all people, underlying cause",136.3,133.8,138.8,Sex,Female
2015,2019,UT,Utah,"Prostate cancer mortality among all males, underlying cause",21.2,19.9,22.4,Sex,Male
2015,2019,ID,Idaho,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.9,13.8,16.1,Sex,Male
2016,2020,HI,Hawaii,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.1,13.0,15.3,Sex,Male
2016,2020,IA,Iowa,"Invasive cancer (all sites combined), incidence",527.2,522.4,532.0,Sex,Male
2016,2020,IN,Indiana,"Lung and bronchial cancer mortality among all people, underlying cause",36.9,36.1,37.7,Sex,Female
2016,2020,CA,California,"Invasive cancer (all sites combined) mortality among all people, underlying cause",158.3,157.5,159.1,Sex,Male
2015,2019,LA,Louisiana,"Lung and bronchial cancer mortality among all people, underlying cause",35.2,34.3,36.2,Sex,Female
2015,2019,PA,Pennsylvania,"Invasive cancer (all sites combined) mortality among all people, underlying cause",138.1,137.0,139.2,Sex,Female
2016,2020,NJ,New Jersey,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.3,14.8,15.8,Sex,Male
2015,2019,LA,Louisiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",19.5,18.7,20.4,Sex,Male
2016,2020,DE,Delaware,"Prostate cancer mortality among all males, underlying cause",17.7,16.1,19.3,Sex,Male
2016,2020,MS,Mississippi,"Invasive cancer (all sites combined) mortality among all people, underlying cause",148.5,146.1,150.9,Sex,Female
2016,2020,CO,Colorado,"Lung and bronchial cancer mortality among all people, underlying cause",27.0,26.1,27.9,Sex,Male
2016,2020,ME,Maine,"Lung and bronchial cancer mortality among all people, underlying cause",50.0,48.0,52.1,Sex,Male
2016,2020,IL,Illinois,"Cervical cancer mortality among all females, underlying cause",2.1,2.0,2.3,Sex,Female
2016,2020,NH,New Hampshire,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.1,9.2,11.1,Sex,Female
2015,2019,NM,New Mexico,"Cervical cancer mortality among all females, underlying cause",2.4,2.0,2.9,Sex,Female
2015,2019,OK,Oklahoma,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.6,13.0,14.3,Sex,Female
2015,2019,NE,Nebraska,"Prostate cancer mortality among all males, underlying cause",17.8,16.6,19.0,Sex,Male
2016,2020,DC,District of Columbia,"Prostate cancer mortality among all males, underlying cause",26.9,24.2,29.9,Sex,Male
2015,2019,VT,Vermont,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.2,11.7,14.8,Sex,Female
2015,2019,CA,California,"Invasive cancer (all sites combined) mortality among all people, underlying cause",161.7,160.9,162.5,Sex,Male
2015,2019,DC,District of Columbia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",177.0,170.0,184.3,Sex,Male
2015,2019,IL,Illinois,"Lung and bronchial cancer mortality among all people, underlying cause",33.1,32.6,33.7,Sex,Female
2015,2019,UT,Utah,"Cervical cancer mortality among all females, underlying cause",1.4,1.2,1.7,Sex,Female
2015,2019,IA,Iowa,"Invasive cancer (all sites combined) mortality among all people, underlying cause",133.8,131.6,136.0,Sex,Female
2016,2020,IN,Indiana,"Cervical cancer mortality among all females, underlying cause",2.7,2.5,3.0,Sex,Female
2016,2020,IL,Illinois,"Invasive cancer (all sites combined) mortality among all people, underlying cause",183.3,181.9,184.8,Sex,Male
2016,2020,CT,Connecticut,"Invasive cancer (all sites combined), incidence",481.2,477.0,485.5,Sex,Male
2016,2020,MT,Montana,"Breast cancer mortality among all females, underlying cause",18.3,16.9,19.8,Sex,Female
2015,2019,NJ,New Jersey,"Invasive cancer (all sites combined), incidence",528.1,525.2,531.1,Sex,Male
2015,2019,IA,Iowa,"Breast cancer mortality among all females, underlying cause",18.4,17.5,19.2,Sex,Female
2015,2019,CO,Colorado,"Lung and bronchial cancer mortality among all people, underlying cause",28.1,27.2,29.1,Sex,Male
2015,2019,AZ,Arizona,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.0,14.5,15.5,Sex,Male
2016,2020,CO,Colorado,"Cervical cancer mortality among all females, underlying cause",1.5,1.4,1.8,Sex,Female
2015,2019,NJ,New Jersey,"Cervical cancer mortality among all females, underlying cause",2.1,1.9,2.3,Sex,Female
2015,2019,DC,District of Columbia,"Prostate cancer mortality among all males, underlying cause",26.4,23.7,29.4,Sex,Male
2015,2019,RI,Rhode Island,"Cervical cancer mortality among all females, underlying cause",1.6,1.2,2.1,Sex,Female
2015,2019,OK,Oklahoma,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",20.0,19.1,20.9,Sex,Male
2015,2019,NM,New Mexico,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.8,14.8,16.9,Sex,Male
2015,2019,IN,Indiana,"Cervical cancer mortality among all females, underlying cause",2.7,2.4,2.9,Sex,Female
2016,2020,GA,Georgia,"Lung and bronchial cancer mortality among all people, underlying cause",48.2,47.3,49.1,Sex,Male
2015,2019,AK,Alaska,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.7,13.6,18.0,Sex,Male
2015,2019,CT,Connecticut,"Invasive cancer (all sites combined), incidence",432.6,428.7,436.4,Sex,Female
2015,2019,TN,Tennessee,"Breast cancer mortality among all females, underlying cause",21.7,21.1,22.4,Sex,Female
2015,2019,MS,Mississippi,"Invasive cancer (all sites combined) mortality among all people, underlying cause",148.9,146.5,151.4,Sex,Female
2015,2019,PA,Pennsylvania,"Prostate cancer mortality among all males, underlying cause",18.5,18.0,18.9,Sex,Male
2015,2019,DE,Delaware,"Invasive cancer (all sites combined), incidence",524.4,516.0,533.0,Sex,Male
2015,2019,ND,North Dakota,"Lung and bronchial cancer mortality among all people, underlying cause",28.2,26.0,30.5,Sex,Female
2016,2020,KS,Kansas,"Lung and bronchial cancer mortality among all people, underlying cause",32.9,31.7,34.1,Sex,Female
2015,2019,OR,Oregon,"Invasive cancer (all sites combined) mortality among all people, underlying cause",135.5,133.6,137.5,Sex,Female
2016,2020,DE,Delaware,"Invasive cancer (all sites combined), incidence",427.1,419.8,434.4,Sex,Female
2015,2019,WI,Wisconsin,"Breast cancer mortality among all females, underlying cause",18.5,17.9,19.2,Sex,Female
2015,2019,RI,Rhode Island,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.9,12.6,15.4,Sex,Male
2015,2019,NY,New York,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.4,14.1,14.7,Sex,Male
2015,2019,AL,Alabama,"Lung and bronchial cancer mortality among all people, underlying cause",62.6,61.2,63.9,Sex,Male
2015,2019,IN,Indiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.7,17.0,18.3,Sex,Male
2016,2020,MN,Minnesota,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.9,9.4,10.4,Sex,Female
2016,2020,MI,Michigan,"Invasive cancer (all sites combined) mortality among all people, underlying cause",189.4,187.8,191.1,Sex,Male
2016,2020,LA,Louisiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.8,12.2,13.4,Sex,Female
2015,2019,MO,Missouri,"Prostate cancer mortality among all males, underlying cause",17.8,17.1,18.5,Sex,Male
2015,2019,SD,South Dakota,"Invasive cancer (all sites combined) mortality among all people, underlying cause",132.3,128.0,136.8,Sex,Female
2016,2020,HI,Hawaii,"Breast cancer mortality among all females, underlying cause",15.9,14.8,17.1,Sex,Female
2015,2019,ND,North Dakota,"Invasive cancer (all sites combined), incidence",436.0,426.8,445.4,Sex,Female
2015,2019,ND,North Dakota,"Prostate cancer mortality among all males, underlying cause",18.0,16.1,20.0,Sex,Male
2015,2019,KS,Kansas,"Breast cancer mortality among all females, underlying cause",20.2,19.3,21.2,Sex,Female
2015,2019,ID,Idaho,"Invasive cancer (all sites combined), incidence",492.7,486.3,499.2,Sex,Male
2016,2020,MO,Missouri,"Invasive cancer (all sites combined) mortality among all people, underlying cause",139.0,137.4,140.6,Sex,Female
2015,2019,GA,Georgia,"Lung and bronchial cancer mortality among all people, underlying cause",51.0,50.1,51.9,Sex,Male
2015,2019,IL,Illinois,"Prostate cancer mortality among all males, underlying cause",19.7,19.2,20.2,Sex,Male
2015,2019,DC,District of Columbia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.4,10.8,14.1,Sex,Female
2015,2019,VA,Virginia,"Prostate cancer mortality among all males, underlying cause",19.7,19.1,20.3,Sex,Male
2015,2019,NY,New York,"Prostate cancer mortality among all males, underlying cause",17.2,16.9,17.6,Sex,Male
2015,2019,KS,Kansas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",137.5,135.1,139.9,Sex,Female
2015,2019,CT,Connecticut,"Lung and bronchial cancer mortality among all people, underlying cause",28.1,27.2,29.0,Sex,Female
2015,2019,AK,Alaska,"Lung and bronchial cancer mortality among all people, underlying cause",38.9,35.6,42.4,Sex,Male
2015,2019,RI,Rhode Island,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.6,9.5,11.7,Sex,Female
2015,2019,NH,New Hampshire,"Lung and bronchial cancer mortality among all people, underlying cause",43.3,41.3,45.4,Sex,Male
2015,2019,ME,Maine,"Cervical cancer mortality among all females, underlying cause",1.4,1.0,1.8,Sex,Female
2015,2019,GA,Georgia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",191.9,190.1,193.8,Sex,Male
2016,2020,NJ,New Jersey,"Lung and bronchial cancer mortality among all people, underlying cause",35.0,34.2,35.7,Sex,Male
2015,2019,KS,Kansas,"Invasive cancer (all sites combined), incidence",502.6,497.6,507.7,Sex,Male
2015,2019,MI,Michigan,"Lung and bronchial cancer mortality among all people, underlying cause",36.4,35.8,37.1,Sex,Female
2015,2019,OH,Ohio,"Lung and bronchial cancer mortality among all people, underlying cause",55.8,55.0,56.6,Sex,Male
2015,2019,ID,Idaho,"Invasive cancer (all sites combined) mortality among all people, underlying cause",129.4,126.3,132.6,Sex,Female
2015,2019,NC,North Carolina,"Invasive cancer (all sites combined), incidence",438.8,436.5,441.1,Sex,Female
2015,2019,WA,Washington,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.3,13.8,14.9,Sex,Male
2016,2020,NM,New Mexico,"Cervical cancer mortality among all females, underlying cause",2.4,2.0,2.9,Sex,Female
2015,2019,KY,Kentucky,"Lung and bronchial cancer mortality among all people, underlying cause",71.3,69.8,72.9,Sex,Male
2016,2020,NH,New Hampshire,"Invasive cancer (all sites combined), incidence",452.5,446.1,459.0,Sex,Female
2015,2019,MD,Maryland,"Invasive cancer (all sites combined) mortality among all people, underlying cause",132.6,130.9,134.2,Sex,Female
2016,2020,ID,Idaho,"Breast cancer mortality among all females, underlying cause",20.0,18.8,21.3,Sex,Female
2016,2020,ME,Maine,"Cervical cancer mortality among all females, underlying cause",1.2,0.9,1.6,Sex,Female
2015,2019,NC,North Carolina,"Prostate cancer mortality among all males, underlying cause",19.7,19.1,20.3,Sex,Male
2016,2020,KY,Kentucky,"Invasive cancer (all sites combined) mortality among all people, underlying cause",155.3,153.3,157.3,Sex,Female
2015,2019,IL,Illinois,"Invasive cancer (all sites combined), incidence",446.9,444.7,449.0,Sex,Female
2015,2019,CA,California,"Prostate cancer mortality among all males, underlying cause",19.8,19.5,20.1,Sex,Male
2015,2019,MS,Mississippi,"Invasive cancer (all sites combined), incidence",556.1,550.8,561.4,Sex,Male
2016,2020,ME,Maine,"Prostate cancer mortality among all males, underlying cause",19.0,17.7,20.4,Sex,Male
2015,2019,NE,Nebraska,"Breast cancer mortality among all females, underlying cause",19.8,18.7,21.0,Sex,Female
2015,2019,TX,Texas,"Breast cancer mortality among all females, underlying cause",19.9,19.6,20.2,Sex,Female
2015,2019,WA,Washington,"Invasive cancer (all sites combined), incidence",472.3,469.3,475.4,Sex,Male
2015,2019,NH,New Hampshire,"Invasive cancer (all sites combined), incidence",523.5,516.4,530.7,Sex,Male
2015,2019,KY,Kentucky,"Invasive cancer (all sites combined), incidence",484.9,481.2,488.7,Sex,Female
2015,2019,TN,Tennessee,"Invasive cancer (all sites combined) mortality among all people, underlying cause",212.4,210.2,214.6,Sex,Male
2016,2020,MA,Massachusetts,"Invasive cancer (all sites combined) mortality among all people, underlying cause",172.6,170.6,174.5,Sex,Male
2015,2019,KS,Kansas,"Lung and bronchial cancer mortality among all people, underlying cause",47.1,45.6,48.7,Sex,Male
2016,2020,HI,Hawaii,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.8,8.9,10.7,Sex,Female
2015,2019,IN,Indiana,"Prostate cancer mortality among all males, underlying cause",19.4,18.7,20.1,Sex,Male
2015,2019,VT,Vermont,"Cervical cancer mortality among all females, underlying cause",1.0,0.6,1.7,Sex,Female
2016,2020,DC,District of Columbia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",171.5,164.7,178.6,Sex,Male
2015,2019,LA,Louisiana,"Invasive cancer (all sites combined), incidence",431.5,428.0,435.0,Sex,Female
2016,2020,AL,Alabama,"Breast cancer mortality among all females, underlying cause",20.9,20.2,21.6,Sex,Female
2015,2019,MD,Maryland,"Lung and bronchial cancer mortality among all people, underlying cause",41.4,40.4,42.5,Sex,Male
2015,2019,AR,Arkansas,"Prostate cancer mortality among all males, underlying cause",18.8,17.9,19.8,Sex,Male
2015,2019,VA,Virginia,"Cervical cancer mortality among all females, underlying cause",1.8,1.7,2.0,Sex,Female
2016,2020,IN,Indiana,"Breast cancer mortality among all females, underlying cause",20.4,19.8,21.1,Sex,Female
2015,2019,VT,Vermont,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.9,14.1,17.9,Sex,Male
2015,2019,OK,Oklahoma,"Invasive cancer (all sites combined), incidence",493.7,489.4,498.0,Sex,Male
2016,2020,AK,Alaska,"Breast cancer mortality among all females, underlying cause",17.1,15.2,19.2,Sex,Female
2015,2019,CA,California,"Invasive cancer (all sites combined) mortality among all people, underlying cause",120.6,120.0,121.2,Sex,Female
2015,2019,VT,Vermont,"Lung and bronchial cancer mortality among all people, underlying cause",43.8,40.9,46.9,Sex,Male
2015,2019,OH,Ohio,"Cervical cancer mortality among all females, underlying cause",2.2,2.1,2.4,Sex,Female
2015,2019,OK,Oklahoma,"Invasive cancer (all sites combined), incidence",425.7,421.9,429.5,Sex,Female
2015,2019,MS,Mississippi,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.4,13.7,15.2,Sex,Female
2015,2019,MA,Massachusetts,"Lung and bronchial cancer mortality among all people, underlying cause",40.7,39.7,41.6,Sex,Male
2015,2019,WY,Wyoming,"Cervical cancer mortality among all females, underlying cause",1.9,1.2,2.8,Sex,Female
2016,2020,MD,Maryland,"Prostate cancer mortality among all males, underlying cause",20.1,19.4,20.8,Sex,Male
2015,2019,UT,Utah,"Lung and bronchial cancer mortality among all people, underlying cause",21.1,19.9,22.3,Sex,Male
2015,2019,NY,New York,"Invasive cancer (all sites combined) mortality among all people, underlying cause",164.6,163.5,165.7,Sex,Male
2016,2020,NJ,New Jersey,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.1,10.7,11.5,Sex,Female
2015,2019,CT,Connecticut,"Invasive cancer (all sites combined), incidence",497.3,492.9,501.7,Sex,Male
2016,2020,KY,Kentucky,"Lung and bronchial cancer mortality among all people, underlying cause",67.0,65.5,68.4,Sex,Male
2015,2019,ME,Maine,"Invasive cancer (all sites combined) mortality among all people, underlying cause",198.6,194.4,202.9,Sex,Male
2015,2019,FL,Florida,"Invasive cancer (all sites combined) mortality among all people, underlying cause",170.7,169.8,171.7,Sex,Male
2015,2019,ND,North Dakota,"Lung and bronchial cancer mortality among all people, underlying cause",41.3,38.5,44.2,Sex,Male
2015,2019,NV,Nevada,"Invasive cancer (all sites combined) mortality among all people, underlying cause",174.3,171.4,177.4,Sex,Male
2015,2019,NJ,New Jersey,"Lung and bronchial cancer mortality among all people, underlying cause",37.1,36.3,37.9,Sex,Male
2015,2019,NV,Nevada,"Lung and bronchial cancer mortality among all people, underlying cause",39.7,38.3,41.2,Sex,Male
2016,2020,MT,Montana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",125.6,122.0,129.4,Sex,Female
2016,2020,LA,Louisiana,"Prostate cancer mortality among all males, underlying cause",19.9,19.1,20.8,Sex,Male
2016,2020,MA,Massachusetts,"Lung and bronchial cancer mortality among all people, underlying cause",30.2,29.5,30.9,Sex,Female
2015,2019,RI,Rhode Island,"Invasive cancer (all sites combined), incidence",519.2,510.9,527.5,Sex,Male
2015,2019,CT,Connecticut,"Breast cancer mortality among all females, underlying cause",17.3,16.6,18.1,Sex,Female
2016,2020,GA,Georgia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",129.5,128.2,130.7,Sex,Female
2016,2020,MO,Missouri,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",16.7,16.1,17.3,Sex,Male
2015,2019,TX,Texas,"Invasive cancer (all sites combined) mortality among all people, underlying cause",176.6,175.5,177.7,Sex,Male
2016,2020,ME,Maine,"Invasive cancer (all sites combined), incidence",449.9,443.7,456.2,Sex,Female
2015,2019,CO,Colorado,"Invasive cancer (all sites combined), incidence",418.8,415.3,422.2,Sex,Male
2015,2019,CA,California,"Lung and bronchial cancer mortality among all people, underlying cause",31.6,31.3,32.0,Sex,Male
2015,2019,NJ,New Jersey,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.3,10.9,11.7,Sex,Female
2015,2019,GA,Georgia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",131.4,130.1,132.7,Sex,Female
2016,2020,MA,Massachusetts,"Breast cancer mortality among all females, underlying cause",16.5,16.0,17.0,Sex,Female
2015,2019,ID,Idaho,"Breast cancer mortality among all females, underlying cause",21.1,19.8,22.4,Sex,Female
2015,2019,WV,West Virginia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.4,13.5,15.4,Sex,Female
2016,2020,ID,Idaho,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.4,13.3,15.6,Sex,Male
2015,2019,PA,Pennsylvania,"Cervical cancer mortality among all females, underlying cause",2.0,1.8,2.1,Sex,Female
2015,2019,LA,Louisiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",211.1,208.4,213.8,Sex,Male
2015,2019,WI,Wisconsin,"Invasive cancer (all sites combined) mortality among all people, underlying cause",133.1,131.5,134.8,Sex,Female
2015,2019,MI,Michigan,"Breast cancer mortality among all females, underlying cause",20.4,19.9,20.9,Sex,Female
2015,2019,NV,Nevada,"Invasive cancer (all sites combined), incidence",374.3,370.2,378.5,Sex,Female
2016,2020,MA,Massachusetts,"Invasive cancer (all sites combined), incidence",480.9,477.7,484.0,Sex,Male
2016,2020,MA,Massachusetts,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",13.1,12.6,13.7,Sex,Male
2015,2019,NM,New Mexico,"Invasive cancer (all sites combined) mortality among all people, underlying cause",118.8,116.2,121.4,Sex,Female
2016,2020,IA,Iowa,"Cervical cancer mortality among all females, underlying cause",1.7,1.4,2.0,Sex,Female
2016,2020,CA,California,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.3,10.1,10.5,Sex,Female
2016,2020,MO,Missouri,"Prostate cancer mortality among all males, underlying cause",17.8,17.1,18.4,Sex,Male
2016,2020,LA,Louisiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",19.2,18.4,20.0,Sex,Male
2016,2020,AZ,Arizona,"Breast cancer mortality among all females, underlying cause",18.0,17.5,18.6,Sex,Female
2015,2019,AZ,Arizona,"Prostate cancer mortality among all males, underlying cause",17.1,16.5,17.7,Sex,Male
2015,2019,IN,Indiana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.6,12.1,13.1,Sex,Female
2015,2019,SD,South Dakota,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.6,11.3,14.0,Sex,Female
2015,2019,WV,West Virginia,"Lung and bronchial cancer mortality among all people, underlying cause",41.6,40.1,43.2,Sex,Female
2015,2019,SC,South Carolina,"Prostate cancer mortality among all males, underlying cause",20.9,20.1,21.8,Sex,Male
2016,2020,AZ,Arizona,"Lung and bronchial cancer mortality among all people, underlying cause",24.2,23.6,24.8,Sex,Female
2016,2020,ID,Idaho,"Prostate cancer mortality among all males, underlying cause",21.1,19.8,22.6,Sex,Male
2015,2019,MN,Minnesota,"Lung and bronchial cancer mortality among all people, underlying cause",29.7,28.9,30.5,Sex,Female
2015,2019,IA,Iowa,"Prostate cancer mortality among all males, underlying cause",20.2,19.2,21.2,Sex,Male
2015,2019,NE,Nebraska,"Invasive cancer (all sites combined) mortality among all people, underlying cause",179.5,175.8,183.3,Sex,Male
2016,2020,MS,Mississippi,"Cervical cancer mortality among all females, underlying cause",3.4,3.0,3.8,Sex,Female
2016,2020,KY,Kentucky,"Invasive cancer (all sites combined) mortality among all people, underlying cause",220.3,217.6,223.0,Sex,Male
2015,2019,HI,Hawaii,"Lung and bronchial cancer mortality among all people, underlying cause",35.8,34.0,37.6,Sex,Male
2015,2019,WI,Wisconsin,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",10.6,10.1,11.0,Sex,Female
2016,2020,GA,Georgia,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.6,11.2,12.0,Sex,Female
2015,2019,ME,Maine,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.4,10.5,12.4,Sex,Female
2015,2019,ID,Idaho,"Invasive cancer (all sites combined), incidence",420.7,414.9,426.6,Sex,Female
2015,2019,MN,Minnesota,"Breast cancer mortality among all females, underlying cause",17.7,17.1,18.4,Sex,Female
2016,2020,MA,Massachusetts,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.3,8.9,9.7,Sex,Female
2015,2019,UT,Utah,"Invasive cancer (all sites combined), incidence",377.1,372.6,381.7,Sex,Female
2015,2019,AR,Arkansas,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",18.5,17.6,19.5,Sex,Male
2015,2019,OH,Ohio,"Lung and bronchial cancer mortality among all people, underlying cause",36.8,36.2,37.4,Sex,Female
2015,2019,IL,Illinois,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.3,16.9,17.8,Sex,Male
2015,2019,OK,Oklahoma,"Invasive cancer (all sites combined) mortality among all people, underlying cause",150.4,148.2,152.6,Sex,Female
2015,2019,IA,Iowa,"Cervical cancer mortality among all females, underlying cause",1.7,1.5,2.0,Sex,Female
2015,2019,TN,Tennessee,"Lung and bronchial cancer mortality among all people, underlying cause",38.6,37.8,39.5,Sex,Female
2016,2020,DE,Delaware,"Lung and bronchial cancer mortality among all people, underlying cause",45.8,43.3,48.3,Sex,Male
2016,2020,CO,Colorado,"Invasive cancer (all sites combined), incidence",381.9,378.8,385.0,Sex,Female
2016,2020,AL,Alabama,"Invasive cancer (all sites combined) mortality among all people, underlying cause",137.2,135.4,139.0,Sex,Female
2015,2019,PA,Pennsylvania,"Lung and bronchial cancer mortality among all people, underlying cause",32.7,32.2,33.2,Sex,Female
2015,2019,WV,West Virginia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",213.6,209.8,217.5,Sex,Male
2015,2019,MD,Maryland,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.6,11.1,12.1,Sex,Female
2015,2019,NM,New Mexico,"Lung and bronchial cancer mortality among all people, underlying cause",21.6,20.5,22.7,Sex,Female
2015,2019,NE,Nebraska,"Invasive cancer (all sites combined) mortality among all people, underlying cause",133.1,130.2,136.1,Sex,Female
2016,2020,MS,Mississippi,"Invasive cancer (all sites combined), incidence",537.2,532.0,542.3,Sex,Male
2015,2019,UT,Utah,"Lung and bronchial cancer mortality among all people, underlying cause",14.3,13.4,15.2,Sex,Female
2015,2019,CT,Connecticut,"Cervical cancer mortality among all females, underlying cause",1.2,1.0,1.4,Sex,Female
2015,2019,KY,Kentucky,"Cervical cancer mortality among all females, underlying cause",2.7,2.4,3.1,Sex,Female
2016,2020,KY,Kentucky,"Breast cancer mortality among all females, underlying cause",21.6,20.8,22.4,Sex,Female
2015,2019,TN,Tennessee,"Cervical cancer mortality among all females, underlying cause",2.8,2.5,3.0,Sex,Female
2016,2020,LA,Louisiana,"Cervical cancer mortality among all females, underlying cause",3.0,2.7,3.3,Sex,Female
2015,2019,NE,Nebraska,"Cervical cancer mortality among all females, underlying cause",2.1,1.7,2.5,Sex,Female
2015,2019,NJ,New Jersey,"Prostate cancer mortality among all males, underlying cause",16.9,16.3,17.4,Sex,Male
2016,2020,ID,Idaho,"Invasive cancer (all sites combined) mortality among all people, underlying cause",169.7,165.9,173.5,Sex,Male
2015,2019,NH,New Hampshire,"Invasive cancer (all sites combined), incidence",464.2,457.7,470.8,Sex,Female
2015,2019,AZ,Arizona,"Breast cancer mortality among all females, underlying cause",18.3,17.7,18.9,Sex,Female
2015,2019,MD,Maryland,"Lung and bronchial cancer mortality among all people, underlying cause",30.6,29.8,31.4,Sex,Female
2015,2019,MD,Maryland,"Invasive cancer (all sites combined), incidence",504.0,500.5,507.6,Sex,Male
2015,2019,MS,Mississippi,"Invasive cancer (all sites combined) mortality among all people, underlying cause",232.0,228.5,235.6,Sex,Male
2015,2019,AL,Alabama,"Prostate cancer mortality among all males, underlying cause",20.5,19.7,21.4,Sex,Male
2015,2019,NH,New Hampshire,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",14.6,13.4,15.9,Sex,Male
2015,2019,IL,Illinois,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",12.2,11.9,12.5,Sex,Female
2015,2019,OH,Ohio,"Invasive cancer (all sites combined), incidence",448.6,446.4,450.8,Sex,Female
2015,2019,NE,Nebraska,"Lung and bronchial cancer mortality among all people, underlying cause",42.6,40.8,44.5,Sex,Male
2016,2020,AL,Alabama,"Invasive cancer (all sites combined) mortality among all people, underlying cause",207.4,205.0,209.9,Sex,Male
2016,2020,AR,Arkansas,"Breast cancer mortality among all females, underlying cause",19.5,18.6,20.4,Sex,Female
2015,2019,WV,West Virginia,"Prostate cancer mortality among all males, underlying cause",16.8,15.7,18.0,Sex,Male
2015,2019,AR,Arkansas,"Breast cancer mortality among all females, underlying cause",19.5,18.6,20.4,Sex,Female
2016,2020,MT,Montana,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",9.8,8.8,11.0,Sex,Female
2015,2019,OH,Ohio,"Invasive cancer (all sites combined) mortality among all people, underlying cause",203.3,201.8,204.9,Sex,Male
2016,2020,CT,Connecticut,"Cervical cancer mortality among all females, underlying cause",1.3,1.1,1.5,Sex,Female
2015,2019,DE,Delaware,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",15.6,14.1,17.1,Sex,Male
2015,2019,LA,Louisiana,"Invasive cancer (all sites combined) mortality among all people, underlying cause",143.8,141.9,145.8,Sex,Female
2015,2019,WV,West Virginia,"Invasive cancer (all sites combined) mortality among all people, underlying cause",154.2,151.2,157.3,Sex,Female
2015,2019,CA,California,"Invasive cancer (all sites combined), incidence",381.9,380.7,383.1,Sex,Female
2015,2019,DE,Delaware,"Invasive cancer (all sites combined) mortality among all people, underlying cause",137.8,133.8,141.8,Sex,Female
2015,2019,NE,Nebraska,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",17.1,16.0,18.3,Sex,Male
2015,2019,NH,New Hampshire,"Invasive cancer (all sites combined) mortality among all people, underlying cause",133.5,130.2,136.9,Sex,Female
2016,2020,IA,Iowa,"Breast cancer mortality among all females, underlying cause",18.1,17.3,19.0,Sex,Female
2015,2019,NC,North Carolina,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",11.0,10.7,11.4,Sex,Female
